,Id,Sales
0,1,5940.63019229891
1,2,8079.320202297403
2,3,8365.746960875877
3,4,7182.029992887682
4,5,6763.716074576028
5,6,5913.597232708588
6,7,8429.59525734115
7,8,8413.119141422996
8,9,4076.4549097160034
9,10,6062.083119210332
10,11,7284.511047516413
11,12,7751.514073744822
12,13,7285.512974748325
13,14,9099.034816159428
14,15,6222.65093965353
15,16,5756.2293537062715
16,17,6180.147489004384
17,18,9735.43292454471
18,19,8181.75955945332
19,20,10442.266236123058
20,21,9999.05109342598
21,22,6215.501518223725
22,23,6529.793257541206
23,24,4681.8762223710155
24,25,8480.498228696099
25,26,10955.145539495166
26,27,9344.056128596141
27,28,6190.773756661077
28,29,5429.24768454442
29,30,5204.669332633627
30,31,5548.323836402418
31,32,7420.914279858408
32,33,7479.563057569197
33,34,5956.127883809878
34,35,5736.966306277754
35,36,9434.14536200965
36,37,4803.855517886454
37,38,7708.582562445882
38,39,4605.577616820733
39,40,6696.370940505948
40,41,8285.660243253096
41,42,6129.7461521040395
42,43,7886.069971128322
43,44,6601.5960295644045
44,45,4635.789275967527
45,46,7544.041749064966
46,47,7477.9360186090325
47,48,7810.993427686481
48,49,7054.695129720301
49,50,9444.79706901686
50,51,7827.5867534125555
51,52,9936.03149900277
52,53,5459.541087027373
53,54,8492.578430964619
54,55,5756.87964653567
55,56,5339.798313870119
56,57,9112.921229579724
57,58,8821.479315903449
58,59,6533.09381481767
59,60,6933.237958160739
60,61,5355.5629276836
61,62,8142.472682860285
62,63,7561.111573468318
63,64,7755.522636718419
64,65,4566.94173884043
65,66,11670.164887703593
66,67,5209.777345591748
67,68,7117.372806262777
68,69,9344.16868589823
69,70,6193.276638085302
70,71,6548.379477930218
71,72,7872.807278309023
72,73,8247.862453406817
73,74,5672.262108696033
74,75,5702.07203474777
75,76,7990.446196179855
76,77,8039.135925218615
77,78,7554.812124815138
78,79,4790.3498778495405
79,80,7795.755788336828
80,81,10859.653535806214
81,82,6812.688893085314
82,83,4866.2422323844385
83,84,7902.467501980103
84,85,6874.305622605671
85,86,6727.858630608028
86,87,7020.826033409702
87,88,4879.510647573068
88,89,8861.462130391963
89,90,7814.942475199192
90,91,8031.749573326741
91,92,6301.813640268234
92,93,6216.889133383568
93,94,7082.328310900795
94,95,6470.431781606709
95,96,7626.644193903423
96,97,8866.911917826517
97,98,4246.7753860660005
98,99,5655.064402390023
99,100,7083.949477019733
100,101,6379.702534218349
101,102,7577.885637791239
102,103,8586.351393795621
103,104,9083.579322551564
104,105,5149.613829038349
105,106,5885.331084399008
106,107,4997.450043907625
107,108,6317.3650846622395
108,109,7964.815055732662
109,110,7565.286407661086
110,111,8608.088787851306
111,112,8205.586048669627
112,113,6220.320030837073
113,114,8698.473060332804
114,115,8355.880201301807
115,116,7895.709516030616
116,117,8719.578554880241
117,118,7051.7697123955195
118,119,7233.605070718957
119,120,7536.561896540048
120,121,9631.921989596694
121,122,6576.789819318397
122,123,7233.605070718957
123,124,8381.341947855673
124,125,5365.574985419588
125,126,4679.920702071391
126,127,6080.200673132967
127,128,8544.158276474538
128,129,5727.288081315334
129,130,6183.440279310733
130,131,5969.451922526656
131,132,7058.348256775037
132,133,6091.686596842467
133,134,7613.483989576301
134,135,6209.77458734475
135,136,7740.585127525596
136,137,7762.790067958853
137,138,6971.784928733777
138,139,6727.2212565434365
139,140,5115.931472457627
140,141,8581.757598740562
141,142,6977.13843015126
142,143,7199.023140080167
143,144,5474.963318960897
144,145,8113.478518848482
145,146,7165.812767901437
146,147,6652.963408937009
147,148,8376.565066194567
148,149,6405.7213851983915
149,150,8375.201250634549
150,151,10917.2543627815
151,152,7599.970945690954
152,153,8471.028121453533
153,154,7159.547756002662
154,155,11487.304176784446
155,156,8919.791744507065
156,157,5408.723514847764
157,158,8432.969038442681
158,159,8061.934378352414
159,160,6237.215892146965
160,161,4683.099475018586
161,162,5066.822030104678
162,163,8514.193542882947
163,164,8242.261480630235
164,165,6996.998388995881
165,166,7674.004010138902
166,167,5245.518050060224
167,168,6273.292512284782
168,169,8018.729443467228
169,170,4453.375026050858
170,171,6448.120778412626
171,172,7681.4218257111625
172,173,8128.186934299332
173,174,7778.712946082824
174,175,8362.71756062382
175,176,7046.870539957966
176,177,7102.191928422092
177,178,5559.613913559316
178,179,8222.71185764445
179,180,9012.17082048266
180,181,5181.686504000494
181,182,6950.9414977527085
182,183,5647.288177854589
183,184,6642.556431079092
184,185,5579.594980069129
185,186,7044.977533082945
186,187,5542.45146095859
187,188,8788.32501660309
188,189,7728.226538286874
189,190,9527.962662732682
190,191,5237.515343733424
191,192,6000.399805625695
192,193,8485.37191867625
193,194,19777.438138405687
194,195,7810.993427686481
195,196,7482.075942474082
196,197,3202.4681029484573
197,198,6552.864528498616
198,199,10595.570866335995
199,200,5910.064254066571
200,201,11914.843293100928
201,202,12443.09092958531
202,203,4930.228775123769
203,204,5265.16844784667
204,205,8869.976996448722
205,206,5903.122946159844
206,207,10168.199115833606
207,208,7537.741986721404
208,209,7596.526567651312
209,210,3976.218491157878
210,211,6621.427214494507
211,212,7529.269227299018
212,213,7932.06350386953
213,214,8543.045104661443
214,215,6119.705809091308
215,216,6690.6653054432345
216,217,6786.93677951519
217,218,5456.026543317523
218,219,7247.778062489867
219,220,6984.026289381884
220,221,6257.7798374792155
221,222,8105.428655391288
222,223,6855.721171374452
223,224,6641.141956098285
224,225,5496.475092224957
225,226,7609.348846411668
226,227,7970.4015690627875
227,228,8922.680191892765
228,229,5183.418344715322
229,230,7641.243693742571
230,231,6054.169551804161
231,232,8571.891771985214
232,233,7412.17295729966
233,234,8460.30278066594
234,235,7938.725229234059
235,236,6432.055207528477
236,237,9150.350236630075
237,238,7878.460489181538
238,239,8390.829650057285
239,240,7791.063644016505
240,241,8026.023220609274
241,242,5791.909231929056
242,243,4694.065966324813
243,244,8164.426669352395
244,245,5161.9894286577055
245,246,7110.495465710886
246,247,15051.351211511721
247,248,7562.897996603386
248,249,4373.752749443483
249,250,5463.790051752063
250,251,4848.042153830441
251,252,7369.869769834765
252,253,8068.235304139328
253,254,6997.157849160505
254,255,11141.294157963828
255,256,5775.345259222304
256,257,17175.214581598808
257,258,15541.722103138574
258,259,6723.735190397734
259,260,7574.074664537654
260,261,7705.243150562891
261,262,8444.196358048624
262,263,6060.2720631242255
263,264,5381.187077542678
264,265,6166.420491630991
265,266,8212.474394028568
266,267,4905.8193889502045
267,268,8422.330656217982
268,269,5676.577595888945
269,270,7774.248349319693
270,271,7534.528604578595
271,272,6002.361932851759
272,273,6733.532228587058
273,274,5641.098411925466
274,275,11897.133402224425
275,276,9914.437659113373
276,277,5070.413446517073
277,278,8769.259181802905
278,279,8116.8056078561685
279,280,10000.592278887469
280,281,8688.673307364068
281,282,5829.233399450858
282,283,6855.52603455822
283,284,8178.317949431734
284,285,7077.238601683633
285,286,7909.473884198971
286,287,7535.22196732962
287,288,8990.627736871995
288,289,6553.505120335359
289,290,8507.957163021787
290,291,5688.888621539383
291,292,7865.373403735756
292,293,6626.407120461908
293,294,18983.18849367534
294,295,7616.228455435362
295,296,8396.370491478061
296,297,10428.9297275675
297,298,10417.34417449679
298,299,8729.896156875197
299,300,6108.798775065529
300,301,6659.20129221393
301,302,6340.055938453923
302,303,6981.358862736418
303,304,5258.740841285673
304,305,5889.819611777396
305,306,5790.740844246961
306,307,6006.039214529126
307,308,8037.323890665373
308,309,6571.1656071790385
309,310,5391.087550511868
310,311,6084.429621286474
311,312,4192.964601612927
312,313,6171.28099832987
313,314,6194.40047315413
314,315,6712.75094619646
315,316,9340.233576734874
316,317,8801.217125736088
317,318,7960.973515682514
318,319,6471.601633268292
319,320,7515.911376160632
320,321,6110.541416328232
321,322,8491.610157686859
322,323,5463.959536215415
323,324,6613.617376305424
324,325,8730.973127043611
325,326,8194.528999996672
326,327,7102.542431761413
327,328,14548.864283905406
328,329,6164.44285252744
329,330,8401.369980838372
330,331,5820.205342054961
331,332,7411.516708211116
332,333,9127.756580688738
333,334,9397.891931350434
334,335,3509.392562554483
335,336,8693.89026023147
336,337,9732.792840157786
337,338,4086.9168284348275
